Source;Continent;Target;Continent 2;Export;Import
China;Asia;North Macedonia;Europe;224,27616;371,13063
China;Asia;Mali;Africa;594,88521;127,55296
China;Asia;Malta;Europe;2201,4373;553,50436
China;Asia;Myanmar;Asia;10527,47739;8381,01768
China;Asia;Mongolia;Asia;2233,05725;6897,31692
China;Asia;Montenegro;Europe;96,12628;11,33189
China;Asia;Mozambique;Africa;2895,60544;1141,12693
China;Asia;Mauritania;Africa;909,96226;1793,73043
China;Asia;Mauritius;Africa;877,78436;35,73736
China;Asia;Malawi;Africa;280,52682;9,8121
China;Asia;Malaysia;Asia;78697,72962;98192,53698
China;Asia;Namibia;Africa;401,67178;734,59846
China;Asia;New Caledonia;Oceania;151,79462;1111,41707
China;Asia;Niger;Africa;391,58735;369,3789
China;Asia;Norfolk Island;Oceania;0,95575;0,00003
China;Asia;Nigeria;Africa;22636,15837;3034,65477
China;Asia;Nicaragua;America;794,25913;25,06408
China;Asia;Netherlands;Europe;102433,4093;14005,02279
China;Asia;Norway;Europe;4404,09172;10761,96745
China;Asia;Nepal;Asia;1950,3331;26,50806
China;Asia;Nauru;Oceania;11,27723;0,1074
China;Asia;New Zealand;Oceania;8560,938;16155,33952
China;Asia;Oman;Asia;3565,15877;28587,51407
China;Asia;Pakistan;Asia;24240,96859;3584,86588
China;Asia;Panama;America;10179,46626;1167,18228
China;Asia;Peru;America;13302,11608;24184,65572
China;Asia;Philippines;Asia;57308,1819;24759,91665
China;Asia;Palau;Oceania;36,57014;0,08549
China;Asia;Papua New Guinea;Oceania;1050,19326;2988,26833
China;Asia;Poland;Europe;36578,28995;5541,76779
China;Asia;Portugal;Europe;5354,23808;3453,79038
China;Asia;Paraguay;Europe;1780,72328;54,33177
China;Asia;French Polynesia;Oceania;132,89484;4,33754
China;Asia;Qatar;Asia;3960,76749;13210,13239
China;Asia;Romania;Europe;6708,52778;3507,14063
China;Asia;Russian Federation;Asia;67550,05471;78970,61101
China;Asia;Rwanda;Africa;335,13717;28,7234
China;Asia;Saudi Arabia;Asia;30321,53466;56961,58476
China;Asia;Senegal;Africa;3353,68831;439,51946
China;Asia;Serbia, FR(Serbia/Montenegro);Europe;2242,2684;984,89026
China;Asia;Singapore;Asia;55215,26763;38803,06006
China;Asia;Solomon Islands;Oceania;167,10582;320,64485
China;Asia;Sierra Leone;Africa;489,11899;403,41953
China;Asia;El Salvador;America;1511,19856;218,85345
China;Asia;Somalia;Africa;999,6994;10,79821
China;Asia;South Sudan;Africa;139,81693;299,41288
China;Asia;Sudan;Africa;1816,38967;779,80444
China;Asia;Suriname;America;276,74021;41,86025
China;Asia;Slovak Republic;Europe;4545,30798;7547,22602
China;Asia;Slovenia;Europe;5363,25466;632,02431
China;Asia;Sweden;Europe;11034,89409;9871,90642
China;Asia;Eswatini;Europe;51,48862;1,29237
China;Asia;Seychelles;Africa;68,65488;0,01308
China;Asia;Syrian Arab Republic;Asia;482,35202;1,283
China;Asia;Turks and Caicos Isl.;America;4,97159;0,02481
China;Asia;Chad;Africa;365,27104;196,79807
China;Asia;Togo;Africa;2952,72392;532,87755
China;Asia;Thailand;Asia;69355,42769;61818,24298
China;Asia;Tajikistan;Asia;1682,96399;175,46946
China;Asia;Turkmenistan;Asia;513,40391;5529,35494
China;Asia;East Timor;Asia;260,43328;113,15129
China;Asia;Tonga;Africa;53,6516;0,04144
China;Asia;Trinidad and Tobago;Africa;424,6045;635,53639
China;Asia;Tunisia;Africa;1865,63473;282,72375
China;Asia;Turkey;Asia;29153,86914;5049,49339
China;Asia;Tuvalu;Oceania;46,4251;0,03807
China;Asia;Tanzania;Africa;6137,1173;604,69359
China;Asia;Uganda;Africa;1022,95143;43,89733
China;Asia;Ukraine;Europe;9404,59376;9841,41048
China;Asia;Uruguay;America;2858,0281;3623,47075
China;Asia;United States;America;577125,4999;180971,9322
China;Asia;Uzbekistan;Asia;5882,07527;1540,98788
China;Asia;St. Vincent and the Grenadines;America;32,8859;0,00216
China;Asia;Venezuela;America;2185,88454;997,79314
China;Asia;British Virgin Islands;Europe;19,78335;0,1276
China;Asia;Vietnam;Asia;137904,8704;92315,96696
China;Asia;Vanuatu;Oceania;87,64325;11,82978
China;Asia;Wallis and Futura Isl.;Oceania;2,42803;0,01475
China;Asia;Samoa;America;102,27077;0,64326
China;Asia;Yemen;Asia;2570,11413;470,81256
China;Asia;South Africa;Africa;21115,29729;32973,9698
China;Asia;Congo, Dem. Rep.;Africa;2756,85996;11671,19952
China;Asia;Zambia;Africa;780,85413;4385,25143
China;Asia;Zimbabwe;Africa;920,0064;960,12058
Cyprus;Europe;Afghanistan;Asia;0,53819;0,00066
Cyprus;Europe;Angola;Africa;0,68662;0,00082
Cyprus;Europe;Albania;Europe;2,44484;1,63598
Cyprus;Europe;United Arab Emirates;Asia;24,32809;68,57842
Cyprus;Europe;Argentina;America;0,98613;50,78804
Cyprus;Europe;Armenia;Europe;0,86363;0,02632
Cyprus;Europe;American Samoa;America;0,01428;0,00828
Cyprus;Europe;Antigua and Barbuda;America;7,16284;0,03809
Cyprus;Europe;Austria;Europe;22,21079;62,67965
Cyprus;Europe;Azerbaijan;Asia;10,66575;11,33835
Cyprus;Europe;Burundi;Africa;0,25878;0,00008
Cyprus;Europe;Belgium;Europe;13,20887;308,20223
Cyprus;Europe;Benin;Africa;0,38896;0,02641
Cyprus;Europe;Burkina Faso;Africa;0,01336;0,00006
Cyprus;Europe;Bangladesh;Asia;20,21158;16,72066
Cyprus;Europe;Bulgaria;Europe;27,8167;126,46483
Cyprus;Europe;Bahrain;Asia;5,17234;0,53452
Cyprus;Europe;Bahamas, The;America;0,05441;7,10425
Cyprus;Europe;Bosnia and Herzegovina;Europe;0,32658;1,27735
Cyprus;Europe;Belarus;Europe;0,11546;0,20673
Cyprus;Europe;Belize;America;2,23954;7,44607
Cyprus;Europe;Bermuda;America;38,42945;1,87434
Cyprus;Europe;Bolivia;America;0,0191;0,00007
Cyprus;Europe;Brazil;America;1,56361;9,43538
Cyprus;Europe;Barbados;America;0,66495;0,00001
Cyprus;Europe;Botswana;Africa;2,44566;0,0017
Cyprus;Europe;Central African Republic;Africa;0,23892;0,00003
Cyprus;Europe;Canada;America;4,17293;15,68359
Cyprus;Europe;Switzerland;Europe;15,90333;67,54739
Cyprus;Europe;Chile;America;1,7965;3,93438
Cyprus;Europe;China;Asia;61,15349;509,86605
Cyprus;Europe;Cote d'Ivoire;;4,16004;24,52042
Cyprus;Europe;Cameroon;Africa;0,47249;0,46992
Cyprus;Europe;Congo, Rep.;Africa;0,04571;0,00039
Cyprus;Europe;Colombia;Africa;0,41309;0,14137
Cyprus;Europe;Cape Verde;Africa;0,00042;0,012
Cyprus;Europe;Costa Rica;America;0,06403;0,07391
Cyprus;Europe;Cuba;America;0,01818;25,207
Cyprus;Europe;Curaçao;America;0,34087;0,00916
Cyprus;Europe;Cayman Islands;;0,03895;180,77985
Cyprus;Europe;Czech Republic;Europe;29,70486;53,60808
Cyprus;Europe;Germany;Europe;120,32204;637,49998
Cyprus;Europe;Djibouti;Africa;0,01756;0,00005
Cyprus;Europe;Dominica;America;0,14198;0,01072
Cyprus;Europe;Denmark;Europe;18,59846;47,24153
Cyprus;Europe;Dominican Republic;America;0,10645;0,58881
Cyprus;Europe;Algeria;Africa;5,38361;3,6153
Cyprus;Europe;Ecuador;Oceania;2,22927;4,17827
Cyprus;Europe;Egypt, Arab Rep.;Africa;26,98343;45,81145
Cyprus;Europe;Spain;Europe;19,7609;351,42856
Cyprus;Europe;Estonia;Europe;10,62838;4,45802
Cyprus;Europe;Ethiopia(excludes Eritrea);Africa;9,21759;0,03342
Cyprus;Europe;Finland;Europe;7,2;21,43257
Cyprus;Europe;Fiji;Oceania;0,05229;0,08469
Cyprus;Europe;France;Europe;50,70387;172,90123
Cyprus;Europe;Gabon;Africa;0,08801;0,38755
Cyprus;Europe;United Kingdom;Europe;250,3541;377,43303
Cyprus;Europe;Georgia;Asia;0,97279;3,9868
Cyprus;Europe;Ghana;Africa;10,63935;0,15695
Cyprus;Europe;Gibraltar;Europe;0,02696;0,00077
Cyprus;Europe;Guinea;Oceania;0,74918;0,08155
Cyprus;Europe;Gambia, The;Africa;0,33215;0,00045
Cyprus;Europe;Greece;Europe;307,73222;2455,72063
Cyprus;Europe;Guatemala;America;0,05291;0,01295
Cyprus;Europe;Guam;Oceania;0,00068;0,00588
Cyprus;Europe;Hong Kong, China;Asia;59,54555;49,60233
Cyprus;Europe;Honduras;America;0,09073;0,14788
Cyprus;Europe;Croatia;Europe;6,2702;35,71916
Cyprus;Europe;Haiti;America;0,05867;0,00064
Cyprus;Europe;Hungary;Europe;3,60592;49,9709
Cyprus;Europe;Indonesia;Asia;3,84987;11,63297
Cyprus;Europe;India;Asia;21,97545;98,13664
Cyprus;Europe;Ireland;Europe;15,03261;121,43945
Cyprus;Europe;Iran, Islamic Rep.;Asia;10,58199;0,46219
Cyprus;Europe;Iraq;Asia;11,6661;0,02481
Cyprus;Europe;Iceland;Europe;0,89523;0,15558
Cyprus;Europe;Israel;Asia;105,82079;476,43786
Cyprus;Europe;Italy;Europe;50,9999;1045,21151
Cyprus;Europe;Jamaica;Africa;0,16603;0,02782
Cyprus;Europe;Jordan;Asia;9,32114;1,30441
Cyprus;Europe;Japan;Asia;1,57277;110,53662
Cyprus;Europe;Kazakhstan;Asia;0,68625;6,52833
Cyprus;Europe;Kenya;Africa;78,67875;3,47836
Cyprus;Europe;Kyrgyz Republic;Asia;0,00983;0,00178
Cyprus;Europe;Cambodia;Asia;1,18524;1,77942
Cyprus;Europe;Korea, Rep.;Asia;8,27671;223,60081
Cyprus;Europe;Kuwait;Asia;5,85317;1,58371
Cyprus;Europe;Lao PDR;Asia;0,00625;0,0037
Cyprus;Europe;Lebanon;Asia;337,65869;27,42178
Cyprus;Europe;Liberia;Africa;191,44936;76,93811
Cyprus;Europe;Libya;Africa;213,72221;3,82842
Cyprus;Europe;Sri Lanka;Asia;2,26686;3,32999
Cyprus;Europe;Lithuania;Europe;8,42177;13,63538
Cyprus;Europe;Luxembourg;Europe;0,00274;13,56049
Cyprus;Europe;Latvia;Europe;4,04079;7,04838
Cyprus;Europe;Macao;;0,16005;0,0245
Cyprus;Europe;Morocco;Africa;2,52352;3,25794
Cyprus;Europe;Moldova;Europe;0,85003;17,23316
Cyprus;Europe;Madagascar;Africa;0,05416;0,07343
Cyprus;Europe;Maldives;Asia;0,93258;0,19978
Cyprus;Europe;Mexico;America;13,40236;6,73047
Cyprus;Europe;Marshall Islands;Oceania;297,14383;53,25291
Cyprus;Europe;North Macedonia;Europe;1,29439;1,62873
Cyprus;Europe;Mali;Africa;0,03983;0,00001
Cyprus;Europe;Malta;Europe;39,12645;111,29366
Cyprus;Europe;Myanmar;Asia;1,0475;0,63714
Cyprus;Europe;Mongolia;Asia;0,31603;0,00088
Cyprus;Europe;Montenegro;Europe;0,97821;5,80693
Cyprus;Europe;Mozambique;Africa;0,32714;0,01099
Cyprus;Europe;Mauritania;Africa;0,0522;0,25588
Cyprus;Europe;Mauritius;Africa;1,39343;0,12092
Cyprus;Europe;Malawi;Africa;0,19356;0,00179
Cyprus;Europe;Malaysia;Asia;7,66972;13,93608
Cyprus;Europe;Namibia;Africa;0,12408;2,04323
Cyprus;Europe;Nigeria;Africa;3,48315;0,82145
Cyprus;Europe;Nicaragua;America;0,07694;0,4488
Cyprus;Europe;Netherlands;Europe;64,87876;527,14674
Cyprus;Europe;Norway;Europe;114,25167;10,80716
Cyprus;Europe;Nepal;Asia;0,22414;0,0258
Cyprus;Europe;New Zealand;Oceania;2,61081;14,45905
Cyprus;Europe;Other Asia, nes;;2,95397;21,98781
Cyprus;Europe;Oman;Asia;4,57755;0,93068
Cyprus;Europe;Pakistan;Asia;6,69511;7,02529
Cyprus;Europe;Panama;America;8,69854;18,69941
Cyprus;Europe;Peru;America;0,16404;0,98335
Cyprus;Europe;Philippines;Asia;15,58994;4,33741
Cyprus;Europe;Papua New Guinea;Oceania;0,68312;0
Cyprus;Europe;Poland;Europe;22,42385;154,83041
Cyprus;Europe;Portugal;Europe;4,92348;34,20692
Cyprus;Europe;Paraguay;Europe;0,01695;0,3314
Cyprus;Europe;Qatar;Asia;6,84743;0,81729
Cyprus;Europe;Romania;Europe;27,92879;160,96944
Cyprus;Europe;Russian Federation;Asia;90,61428;102,08984
Cyprus;Europe;Rwanda;Africa;0,0474;0,00008
Cyprus;Europe;Saudi Arabia;Asia;25,55803;48,15097
Cyprus;Europe;Senegal;Africa;0,30736;1,89396
Cyprus;Europe;Serbia, FR(Serbia/Montenegro);Europe;9,2717;28,29091
Cyprus;Europe;Singapore;Asia;45,88444;40,91615
Cyprus;Europe;Solomon Islands;Oceania;0,05867;0,01586
Cyprus;Europe;Sierra Leone;Africa;0,19078;0,01873
Cyprus;Europe;El Salvador;America;0,31932;0,00058
Cyprus;Europe;Sudan;Africa;3,93277;0,18977
Cyprus;Europe;Suriname;America;0,00133;0,13514
Cyprus;Europe;Slovak Republic;Europe;13,78317;25,9514
Cyprus;Europe;Slovenia;Europe;24,77096;23,23757
Cyprus;Europe;Sweden;Europe;85,76712;49,04607
Cyprus;Europe;Eswatini;Europe;0,00088;0,00165
Cyprus;Europe;Seychelles;Africa;0,79436;0,47684
Cyprus;Europe;Syrian Arab Republic;Asia;1,68535;1,00194
Cyprus;Europe;Turks and Caicos Isl.;America;0,25229;0,00011
Cyprus;Europe;Chad;Africa;0,08023;0,01167
Cyprus;Europe;Togo;Africa;0,15031;0,00013
Cyprus;Europe;Thailand;Asia;18,94267;30,3216
Cyprus;Europe;Trinidad and Tobago;Africa;0,57187;0,04782
Cyprus;Europe;Tunisia;Africa;2,59689;5,18249
Cyprus;Europe;Turkey;Asia;3,63992;131,41298
Cyprus;Europe;Tanzania;Africa;2,83596;0,00388
Cyprus;Europe;Uganda;Africa;2,11913;0,06459
Cyprus;Europe;Ukraine;Europe;12,48026;24,90082
Cyprus;Europe;Unspecified;;39,89753;122,05703
Cyprus;Europe;Uruguay;America;1,26018;0,77366
Cyprus;Europe;United States;America;89,3993;139,15359
Cyprus;Europe;Uzbekistan;Asia;0,37444;0,00155
Cyprus;Europe;Venezuela;America;0,54984;0,05432
Cyprus;Europe;British Virgin Islands;Europe;238,35924;44,24798
Cyprus;Europe;Vietnam;Asia;21,88569;43,19289
Cyprus;Europe;Vanuatu;Oceania;0,06968;16,19992
Cyprus;Europe;Yemen;Asia;3,21604;0,00011
Cyprus;Europe;South Africa;Africa;3,40306;9,96371
Cyprus;Europe;Congo, Dem. Rep.;Africa;1,83974;0,03773
Cyprus;Europe;Zambia;Africa;0,57542;0,00522
Cyprus;Europe;Zimbabwe;Africa;1,53025;0,00755
Finland;Europe;Afghanistan;Asia;676,9;0,90701
Finland;Europe;Angola;Africa;1855,67;0,21664
Finland;Europe;Anguila;Africa;378,86;0,0003
Finland;Europe;Albania;Europe;3636,53;3,44569
Finland;Europe;United Arab Emirates;Asia;202337,41;17,70794
Finland;Europe;Argentina;America;110421,97;17,15125
Finland;Europe;Armenia;Europe;16354,03;0,23866
Finland;Europe;Antarctica;Antarctica;185,03;0,0009
Finland;Europe;Antigua and Barbuda;America;2750;0,00697
Finland;Europe;Austria;Europe;583283,52;921,34889
Finland;Europe;Azerbaijan;Asia;15312,52;0,72046
Finland;Europe;Burundi;Africa;416,1;1,56022
Finland;Europe;Belgium;Europe;2563842,7;1713,17818
Finland;Europe;Benin;Africa;1712,39;0,02071
Finland;Europe;Burkina Faso;Africa;1488,57;0,40172
Finland;Europe;Bangladesh;Asia;42358,97;225,45631
Finland;Europe;Bulgaria;Europe;119435,8;105,43707
Finland;Europe;Bahrain;Asia;9037,1;3,72005
Finland;Europe;Bahamas, The;America;31836,83;0,34542
Finland;Europe;Bosnia and Herzegovina;Europe;5861,89;13,40242
Finland;Europe;Belarus;Europe;99677,49;27,78675
Finland;Europe;Belize;America;812,41;0,00087
Finland;Europe;Bermuda;America;389,7;0,00795
Finland;Europe;Bolivia;America;6819,88;0,43416
Finland;Europe;Brazil;America;601385,81;502,54665
Finland;Europe;Barbados;America;270,76;0,8438
Finland;Europe;Brunei;Asia;198,54;0,00087
Finland;Europe;Bhutan;Asia;21,02;0,00011
Finland;Europe;Botswana;Africa;595,68;0,00029
Finland;Europe;Central African Republic;Africa;303,38;0,02766
Finland;Europe;Canada;America;955707,04;592,10007
Finland;Europe;Switzerland;Europe;1428002,24;722,92657
Finland;Europe;Chile;America;252852,86;352,62916
Finland;Europe;China;Asia;4234887,72;7794,65606
Finland;Europe;Cameroon;Africa;9025,14;0,18261
Finland;Europe;Congo, Rep.;Africa;10201,24;2,75317
Finland;Europe;Colombia;Africa;137981,64;52,3703
Finland;Europe;Cape Verde;Africa;500,8;0,00011
Finland;Europe;Costa Rica;America;10809,46;54,17374
Finland;Europe;Cuba;America;2512,96;0,34876
Finland;Europe;Curaçao;America;759,5;0,00047
Finland;Europe;Cyprus;Europe;23425,74;16,29473
Finland;Europe;Czech Republic;Europe;508081,04;1194,40825
Finland;Europe;Germany;Europe;10755513,84;12540,2951
Finland;Europe;Djibouti;Africa;893,84;0,00101
Finland;Europe;Dominica;America;2,78;0,19568
Finland;Europe;Denmark;Europe;1451929,32;2028,22038
Finland;Europe;Dominican Republic;America;20761,51;7,42295
Finland;Europe;Algeria;Africa;143397,81;6,31547
Finland;Europe;Ecuador;Oceania;66132,74;241,09947
Finland;Europe;Egypt, Arab Rep.;Africa;476193,58;46,35384
Finland;Europe;Eritrea;Africa;199,91;0,00216
Finland;Europe;Spain;Europe;1188281,47;1843,61355
Finland;Europe;Estonia;Europe;2821929,59;2738,22724
Finland;Europe;Ethiopia(excludes Eritrea);Africa;2184,84;7,07703
Finland;Europe;Fiji;Oceania;86,29;0,01205
Finland;Europe;Falkland Island;America;1,57;0,01373
Finland;Europe;France;Europe;2436673,18;2091,62604
Finland;Europe;Gabon;Africa;1473;0,16762
Finland;Europe;United Kingdom;Europe;2978468,89;1632,93202
Finland;Europe;Georgia;Asia;19109,51;2,74583
Finland;Europe;Ghana;Africa;51874,16;1,18701
Finland;Europe;Gibraltar;Europe;62551,07;0,01119
Finland;Europe;Guinea;Oceania;350,75;0,00083
Finland;Europe;Gambia, The;Africa;1744,86;0,00404
Finland;Europe;Guinea-Bissau;Africa;0,06;0,00035
Finland;Europe;Equatorial Guinea;Africa;7,99;0,00375
Finland;Europe;Greece;Europe;205297,75;126,36658
Finland;Europe;Grenada;America;4778,15;0,00289
Finland;Europe;Guatemala;America;21785,14;10,89999
Finland;Europe;Guam;Oceania;553,54;0,00139
Finland;Europe;Guyana;America;3178,44;0,44771
Finland;Europe;Hong Kong, China;Asia;157872,46;73,10031
Finland;Europe;Honduras;America;3015,6;28,42959
Finland;Europe;Croatia;Europe;47796,06;51,65511
Finland;Europe;Haiti;America;340;0,14338
Finland;Europe;Hungary;Europe;261845,74;527,5505
Finland;Europe;Indonesia;Asia;271892,58;225,38393
Finland;Europe;India;Asia;637353,95;489,53178
Finland;Europe;Ireland;Europe;830160,88;798,54489
Finland;Europe;Iran, Islamic Rep.;Asia;2553,65;3,09577
Finland;Europe;Iraq;Asia;6969,94;0,02937
Finland;Europe;Iceland;Europe;58197,1;23,23426
Finland;Europe;Israel;Asia;226909,11;77,05895
Finland;Europe;Italy;Europe;3458515,78;2382,08955
Finland;Europe;Jamaica;Africa;2390;1,81329
Finland;Europe;Jordan;Asia;38311,35;2,86393
Finland;Europe;Japan;Asia;1434008,99;924,24702
Finland;Europe;Kazakhstan;Asia;120675,03;9,57711
Finland;Europe;Kenya;Africa;64277,1;22,10165
Finland;Europe;Kyrgyz Republic;Asia;3743,08;0,09516
Finland;Europe;Cambodia;Asia;118098,11;55,38515
Finland;Europe;Kiribati;Oceania;26,73;0,00087
Finland;Europe;St. Kitts and Nevis;America;5120,69;0,00102
Finland;Europe;Korea, Rep.;Asia;793976,04;808,73778
Finland;Europe;Kuwait;Asia;18763,67;0,20544
Finland;Europe;Lao PDR;Asia;1246,39;2,22438
Finland;Europe;Lebanon;Asia;12224,4;1,11587
Finland;Europe;Libya;Africa;1731,06;0,00008
Finland;Europe;St. Lucia;America;9,98;0,00491
Finland;Europe;Sri Lanka;Asia;11172,1;33,41101
Finland;Europe;Lithuania;Europe;918998,18;654,89672
Finland;Europe;Luxembourg;Europe;42183,31;106,31376
Finland;Europe;Latvia;Europe;772561,44;362,56782
Finland;Europe;Morocco;Africa;130022,94;46,07787
Finland;Europe;Moldova;Europe;10473,15;4,29792
Finland;Europe;Madagascar;Africa;2492,61;4,66658
Finland;Europe;Maldives;Asia;1907,77;0,17106
Finland;Europe;Mexico;America;385187,3;407,20075
Finland;Europe;Marshall Islands;Oceania;1364,57;0,00015
Finland;Europe;North Macedonia;Europe;2792,17;35,22968
Finland;Europe;Mali;Africa;7301,83;0,92462
Finland;Europe;Malta;Europe;33992,08;11,78542
Finland;Europe;Myanmar;Asia;2701,53;36,81785
Finland;Europe;Mongolia;Asia;22580,21;0,03964
Finland;Europe;Northern Mariana Islands;Oceania;0,2;0,0001
Finland;Europe;Montenegro;Europe;2441,77;0,11848
Finland;Europe;Mozambique;Africa;6996,42;10,70722
Finland;Europe;Mauritania;Africa;7882,06;0,01171
Finland;Europe;Mauritius;Africa;1231,04;12,12763
Finland;Europe;Malawi;Africa;1803,93;0,56037
Finland;Europe;Malaysia;Asia;151336,08;573,83633
Finland;Europe;Namibia;Africa;49689,82;0,5398
Finland;Europe;New Caledonia;Oceania;4125,66;0,00151
Finland;Europe;Niger;Africa;439,81;0,34675
Finland;Europe;Nigeria;Africa;28553,96;0,72877
Finland;Europe;Nicaragua;America;1172,34;5,20969
Finland;Europe;Netherlands;Europe;4968810,7;3856,88834
Finland;Europe;Norway;Europe;2045329,55;1964,07206
Finland;Europe;Nepal;Asia;1115,3;0,64442
Finland;Europe;New Zealand;Oceania;88756,84;36,92571
Finland;Europe;Oman;Asia;19179,68;0,34911
Finland;Europe;Pakistan;Asia;125842,68;72,20409
Finland;Europe;Panama;America;11563,54;28,57824
Finland;Europe;Peru;America;80660,12;162,21802
Finland;Europe;Philippines;Asia;211961,28;188,97973
Finland;Europe;Palau;Oceania;35,97;0,00013
Finland;Europe;Papua New Guinea;Oceania;1264,01;25,95137
Finland;Europe;Poland;Europe;2355141,01;2624,48416
Finland;Europe;Portugal;Europe;227828,09;560,96349
Finland;Europe;Paraguay;Europe;4183,32;0,31663
Finland;Europe;French Polynesia;Oceania;1528,54;0,00012
Finland;Europe;Qatar;Asia;28399,37;28,91201
Finland;Europe;Romania;Europe;195657,12;363,80629
Finland;Europe;Russian Federation;Asia;4361438,96;10051,97119
Finland;Europe;Rwanda;Africa;840,17;3,38535
Finland;Europe;Saudi Arabia;Asia;350572,26;35,37491
Finland;Europe;Senegal;Africa;24794,75;0,30304
Finland;Europe;Serbia, FR(Serbia/Montenegro);Europe;86932,69;61,85595
Finland;Europe;Singapore;Asia;212676,54;294,07321
Finland;Europe;Solomon Islands;Oceania;89,27;0,0008
Finland;Europe;Sierra Leone;Africa;2101,97;1,14279
Finland;Europe;El Salvador;America;12692,36;1,76177
Finland;Europe;Somalia;Africa;59,41;0,00024
Finland;Europe;South Sudan;Africa;6,46;0,00111
Finland;Europe;Sudan;Africa;3914,82;0,00132
Finland;Europe;Suriname;America;888,79;0,11425
Finland;Europe;Slovak Republic;Europe;195636,32;394,02788
Finland;Europe;Slovenia;Europe;89950,96;180,93011
Finland;Europe;Sweden;Europe;8353450,27;9869,99099
Finland;Europe;Eswatini;Europe;406,65;0,08014
Finland;Europe;Seychelles;Africa;3118,28;2,35886
Finland;Europe;Syrian Arab Republic;Asia;3659,2;0,03253
Finland;Europe;Chad;Africa;4402,94;0,00323
Finland;Europe;Togo;Africa;3841,67;0,01156
Finland;Europe;Thailand;Asia;271424,88;371,47775
Finland;Europe;Tajikistan;Asia;926,71;0,0033
Finland;Europe;Turkmenistan;Asia;1367,54;0,00004
Finland;Europe;Trinidad and Tobago;Africa;1161,49;0,15932
Finland;Europe;Tunisia;Africa;64811,92;15,64035
Finland;Europe;Turkey;Asia;1114689,36;860,05581
Finland;Europe;Tuvalu;Oceania;26,73;0,00006
Finland;Europe;Tanzania;Africa;31787,69;39,1046
Finland;Europe;Uganda;Africa;4513,41;5,44244
Finland;Europe;Ukraine;Europe;279895,37;115,62204
Finland;Europe;Uruguay;America;334869,19;22,41866
Finland;Europe;United States;America;5408125,64;2743,90175
Finland;Europe;Uzbekistan;Asia;60289,19;3,52244
Finland;Europe;St. Vincent and the Grenadines;America;6067,82;0,00322
Finland;Europe;Venezuela;America;1461,19;0,05185
Finland;Europe;British Virgin Islands;Europe;102805,9;0,00391
Finland;Europe;Vietnam;Asia;258279,28;643,33322
Finland;Europe;Samoa;America;0,17;0,09136
Finland;Europe;Yemen;Asia;3225,69;0,0079
Finland;Europe;South Africa;Africa;430787,82;223,57429
Finland;Europe;Congo, Dem. Rep.;Africa;16125,45;0,27666
Finland;Europe;Zambia;Africa;12941,11;1,7968
Finland;Europe;Zimbabwe;Africa;11431,2;6,53208
